BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
3052,1,8.08,2.29,0,0,3,1,-61.5446962,115,28,1.1,0.9,18.4996759,0,0,0
3053,1,0,0,0,0,3,1,-42.5201502,230,27,1.1,0.9,18.4996759,0,0,0
3054,1,0,0,0,0,3,1,-41.2685132,115,27,1.1,0.9,18.4996759,0,0,0
3055,2,0,0,0,0,3,1,-39.4184849,13.8,27,1.1,0.9,18.4996759,0,0,0
3056,2,0,0,0,0,3,1,-36.6623856,13.8,27,1.1,0.9,18.4996759,0,0,0
3057,2,0,0,0,0,3,1,-36.8320079,13.8,27,1.1,0.9,18.4996759,0,0,0
3058,1,0,0,0,0,3,1,-38.5690417,230,27,1.1,0.9,18.4996759,0,0,0
3059,1,0,0,0,0,3,1,-31.4792973,115,27,1.1,0.9,18.4996759,0,0,0
3060,2,0,0,0,0,3,1,-30.4553405,18,27,1.1,0.9,18.4996759,0,0,0
3061,2,0,0,0,0,3,1,-32.7755744,18,27,1.1,0.9,18.4996759,0,0,0
3062,2,0,0,0,0,3,1,-35.6417037,18,27,1.1,0.9,18.4996759,0,0,0
3063,2,0,0,0,0,3,1,-34.4054319,18,27,1.1,0.9,18.4996759,0,0,0
3064,1,0,0,0,0,3,1,-33.2690526,115,27,1.1,0.9,18.4996759,0,0,0
3065,2,0,0,0,0,3,1,-27.1072858,18,27,1.1,0.9,18.4996759,0,0,0
3066,1,22.03,6.24,0,0,3,1,-53.9948598,115,28,1.1,0.9,18.4996759,0,0,0
3067,1,0,0,0,0,3,1,-34.5973033,115,27,1.1,0.9,18.4996759,0,0,0
3068,2,0,0,0,0,3,1,-31.4878613,20,27,1.1,0.9,18.4996759,0,0,0
3069,1,3.81,1.08,0,0,3,1,-43.7572682,115,27,1.1,0.9,18.4996759,0,0,0
3070,1,0,0,0,0,3,1,-35.8217954,115,27,1.1,0.9,18.4996759,0,0,0
3071,2,0,0,0,0,3,1,-31.1826481,24,27,1.1,0.9,18.4996759,0,0,0
3072,1,5.98,1.7,0,0,3,1,-50.9568206,115,27,1.1,0.9,18.4996759,0,0,0
3073,1,0,0,0,0,3,1,-57.6104915,115,28,1.1,0.9,18.4996759,0,0,0
3074,2,0,0,0,0,3,1,-55.0879434,13.8,28,1.1,0.9,18.4996759,0,0,0
3075,1,12.18,3.45,0,0,3,1,-52.1355417,115,28,1.1,0.9,18.4996759,0,0,0
3076,1,10.79,3.06,0,0,3,1,-59.0118906,115,28,1.1,0.9,18.4996759,0,0,0
3077,1,68.66,19.45,0,0,3,1,-42.8040248,115,27,1.1,0.9,18.4996759,0,0,0
3078,1,0,0,0,0,3,1,-41.7801785,230,27,1.1,0.9,18.4996759,0,0,0
3079,1,0,0,0,0,3,1,-39.9685925,161,27,1.1,0.9,18.4996759,0,0,0
3080,1,0,0,0,0,3,1,-36.7535024,115,27,1.1,0.9,18.4996759,0,0,0
3081,2,0,0,0,0,3,1,-35.2895665,20,27,1.1,0.9,18.4996759,0,0,0
3082,1,0,0,0,0,3,1,-43.5083439,230,27,1.1,0.9,18.4996759,0,0,0
3083,1,0,0,0,0,3,1,-39.1798085,115,27,1.1,0.9,18.4996759,0,0,0
3084,2,0,0,0,0,3,1,-33.519677,13.8,27,1.1,0.9,18.4996759,0,0,0
3085,1,0,0,0,0,3,1,-33.8719011,115,27,1.1,0.9,18.4996759,0,0,0
3086,2,0,0,0,0,3,1,-26.9169097,13.2,27,1.1,0.9,18.4996759,0,0,0
3087,2,0,0,0,0,3,1,-33.8719011,13.2,27,1.1,0.9,18.4996759,0,0,0
3088,1,0,0,0,126.23,3,1,-49.2609802,230,27,1.1,0.9,18.4996759,0,0,0
3089,1,0,0,0,0,3,1,-51.8746552,161,27,1.1,0.9,18.4996759,0,0,0
3090,1,0,0,0,0,3,1,-52.4000856,161,27,1.1,0.9,18.4996759,0,0,0
3091,1,0,0,0,65.8,3,1,-53.109233,115,27,1.1,0.9,18.4996759,0,0,0
3092,2,0,0,0,0,3,1,-41.9901458,13.8,27,1.1,0.9,18.4996759,0,0,0
3093,1,5.05,1.43,0,0,3,1,-61.0234637,115,28,1.1,0.9,18.4996759,0,0,0
3094,1,0,0,0,0,3,1,-38.1989215,115,27,1.1,0.9,18.4996759,0,0,0
3095,2,0,0,0,0,3,1,-29.8117201,18,27,1.1,0.9,18.4996759,0,0,0
3096,1,0,0,0,0,3,1,-38.0452496,230,27,1.1,0.9,18.4996759,0,0,0
3097,1,0,0,0,0,3,1,-36.0084063,115,27,1.1,0.9,18.4996759,0,0,0
3098,2,0,0,0,0,3,1,-28.8320883,13.8,27,1.1,0.9,18.4996759,0,0,0
3099,1,12.08,3.42,0,0,3,1,-43.8481711,115,27,1.1,0.9,18.4996759,0,0,0
3100,1,8.53,2.42,0,0,3,1,-50.4567677,115,27,1.1,0.9,18.4996759,0,0,0
3101,1,9.43,2.67,0,0,3,1,-56.4105048,115,28,1.1,0.9,18.4996759,0,0,0
3102,1,75.26,21.32,0,0,3,1,-53.3450486,115,27,1.1,0.9,18.4996759,0,0,0
3103,1,39.32,11.14,0,0,3,1,-35.5115984,115,27,1.1,0.9,18.4996759,0,0,0
3104,1,0,0,0,0,3,1,-55.3860455,115,28,1.1,0.9,18.4996759,0,0,0
3105,2,0,0,0,0,3,1,-49.6926498,13.2,28,1.1,0.9,18.4996759,0,0,0
3106,2,0,0,0,0,3,1,-48.6961534,13.2,28,1.1,0.9,18.4996759,0,0,0
3107,1,14.87,4.21,0,0,3,1,-61.6762506,115,28,1.1,0.9,18.4996759,0,0,0
3108,1,23.52,6.66,0,0,3,1,-68.3222493,115,28,1.1,0.9,18.4996759,0,0,0
3109,1,0,0,0,0,3,1,-34.5106398,115,27,1.1,0.9,18.4996759,0,0,0
3110,2,0,0,0,0,3,1,-26.547787,13.8,27,1.1,0.9,18.4996759,0,0,0
3111,1,0,0,0,0,3,1,-30.896712,115,27,1.1,0.9,18.4996759,0,0,0
3112,2,0,0,0,0,3,1,-22.7037999,18,27,1.1,0.9,18.4996759,0,0,0
3113,2,0,0,0,0,3,1,-22.6941571,18,27,1.1,0.9,18.4996759,0,0,0
3114,1,98.31,27.85,0,0,3,1,-47.0940677,115,27,1.1,0.9,18.4996759,0,0,0
3115,1,9.58,2.71,0,0,3,1,-37.605424,115,27,1.1,0.9,18.4996759,0,0,0
3116,1,0,0,0,0,3,1,-31.1157591,115,27,1.1,0.9,18.4996759,0,0,0
3117,2,0,0,0,0,3,1,-28.0536162,13.8,27,1.1,0.9,18.4996759,0,0,0
3118,2,0,0,0,0,3,1,-27.08947,13.8,27,1.1,0.9,18.4996759,0,0,0
3119,1,0,0,0,0,3,1,-55.1956548,115,28,1.1,0.9,18.4996759,0,0,0
3120,2,0,0,0,0,3,1,-53.6501848,13.8,28,1.1,0.9,18.4996759,0,0,0
3121,1,0,0,0,0,3,1,-31.5882175,115,27,1.1,0.9,18.4996759,0,0,0
3122,2,0,0,0,0,3,1,-22.6605524,18,27,1.1,0.9,18.4996759,0,0,0
3123,1,66.07,18.72,0,0,3,1,-60.1086516,115,28,1.1,0.9,18.4996759,0,0,0
3124,1,64.54,18.29,0,45,3,1,-63.8237326,115,28,1.1,0.9,18.4996759,0,0,0
3125,1,91.26,25.86,0,0,3,1,-53.4070745,115,27,1.1,0.9,18.4996759,0,0,0
3126,1,9.96,2.82,0,40.32,3,1,-59.8532638,115,28,1.1,0.9,18.4996759,0,0,0
3127,2,0,0,0,0,3,1,-31.4526513,115,27,1.1,0.9,18.4996759,0,0,0
3128,1,2.82,0.8,0,0,3,1,-33.4356844,115,27,1.1,0.9,18.4996759,0,0,0
3129,2,0,0,0,0,3,1,-31.9708361,115,27,1.1,0.9,18.4996759,0,0,0
3130,1,92.15,26.11,0,0,3,1,-32.9650699,115,27,1.1,0.9,18.4996759,0,0,0
3131,2,0,0,0,0,3,1,-36.7924943,115,27,1.1,0.9,18.4996759,0,0,0
3132,1,9.56,2.71,0,0,3,1,-52.2441529,115,28,1.1,0.9,18.4996759,0,0,0
3133,2,0,0,0,0,3,1,-38.3209647,230,27,1.1,0.9,18.4996759,0,0,0
3134,1,0,0,0,0,3,1,-38.8458309,161,27,1.1,0.9,18.4996759,0,0,0
3135,1,0,0,0,0,3,1,-35.1894461,161,27,1.1,0.9,18.4996759,0,0,0
3136,1,46.96,13.3,0,0,3,1,-31.4430299,115,27,1.1,0.9,18.4996759,0,0,0
3137,2,0,0,0,0,3,1,-38.4628839,115,27,1.1,0.9,18.4996759,0,0,0
3138,1,10.95,3.1,0,0,3,1,-50.7543033,115,28,1.1,0.9,18.4996759,0,0,0
3139,1,14.92,4.23,0,0,3,1,-43.4089111,115,27,1.1,0.9,18.4996759,0,0,0
3140,1,0.22,0.06,0,0,3,1,-44.0306086,115,27,1.1,0.9,18.4996759,0,0,0
3141,2,0,0,0,0,3,1,-32.6902245,115,27,1.1,0.9,18.4996759,0,0,0
3142,1,7.07,2,0,30,3,1,-51.8896623,115,27,1.1,0.9,18.4996759,0,0,0
3143,1,5.75,1.63,0,17,3,1,-50.8578924,115,28,1.1,0.9,18.4996759,0,0,0
3144,1,5.56,1.57,0,0,3,1,-51.7390176,115,28,1.1,0.9,18.4996759,0,0,0
3145,1,2.94,0.83,0,0,3,1,-38.8853352,115,27,1.1,0.9,18.4996759,0,0,0
3146,1,12.04,3.41,0,15,3,1,-47.2696297,115,28,1.1,0.9,18.4996759,0,0,0
3147,1,34.76,9.85,0,33.86,3,1,-68.1622569,115,28,1.1,0.9,18.4996759,0,0,0
4002,1,1.01,0.29,0,0,4,1,-56.2422994,115,20,1.1,0.9,18.4996759,0,0,0
4003,1,127.29,36.07,0,0,4,1,-63.4655246,115,19,1.1,0.9,18.4996759,0,0,0
4004,1,0,0,0,0,4,1,-57.9963461,230,20,1.1,0.9,18.4996759,0,0,0
4005,1,164.14,46.51,0,70,4,1,-61.898002,115,20,1.1,0.9,18.4996759,0,0,0
4006,1,2.75,0.78,0,0,4,1,-54.1988338,115,20,1.1,0.9,18.4996759,0,0,0
4007,1,183.66,52.04,0,0,4,1,-64.5000266,115,19,1.1,0.9,18.4996759,0,0,0
4008,1,32.49,9.21,0,0,4,1,-57.2795842,115,20,1.1,0.9,18.4996759,0,0,0
4009,1,0,0,0,0,4,1,-37.1688953,115,21,1.1,0.9,18.4996759,0,0,0
4010,2,0,0,0,0,4,1,-34.1610594,20,21,1.1,0.9,18.4996759,0,0,0
4011,1,16.05,4.55,0,0,4,1,-55.3863291,115,19,1.1,0.9,18.4996759,0,0,0
4012,1,13.74,3.89,0,50,4,1,-58.8323589,115,19,1.1,0.9,18.4996759,0,0,0
4013,1,92.35,26.17,0,0,4,1,-62.9255046,115,19,1.1,0.9,18.4996759,0,0,0
4014,1,0,0,0,0,4,1,-56.6586106,230,20,1.1,0.9,18.4996759,0,0,0
4015,1,159.81,45.28,0,67.88,4,1,-58.1882882,115,20,1.1,0.9,18.4996759,0,0,0
4016,1,6.25,1.77,0,0,4,1,-52.9044863,115,20,1.1,0.9,18.4996759,0,0,0
4017,1,89.56,25.38,0,0,4,1,-38.211215,115,21,1.1,0.9,18.4996759,0,0,0
4018,1,7.14,2.02,0,0,4,1,-40.9339689,115,21,1.1,0.9,18.4996759,0,0,0
4019,1,135.83,38.48,0,0,4,1,-57.3250392,115,19,1.1,0.9,18.4996759,0,0,0
4020,1,117.81,33.38,0,0,4,1,-40.036729,115,21,1.1,0.9,18.4996759,0,0,0
4021,1,31.97,9.06,0,0,4,1,-57.0913295,115,19,1.1,0.9,18.4996759,0,0,0
4022,1,5.56,1.58,0,0,4,1,-61.7242064,115,20,1.1,0.9,18.4996759,0,0,0
4023,1,5.06,1.43,0,0,4,1,-54.9924753,115,20,1.1,0.9,18.4996759,0,0,0
4024,1,0,0,0,0,4,1,-45.315984,230,20,1.1,0.9,18.4996759,0,0,0
4025,1,0,0,0,0,4,1,-49.0089458,115,20,1.1,0.9,18.4996759,0,0,0
4026,2,0,0,0,0,4,1,-38.9850396,13.8,20,1.1,0.9,18.4996759,0,0,0
4027,1,65.12,18.45,0,0,4,1,-64.5131125,115,19,1.1,0.9,18.4996759,0,0,0
4028,1,0,0,0,0,4,1,-34.8967506,230,21,1.1,0.9,18.4996759,0,0,0
4029,1,0,0,0,0,4,1,-36.708325,115,21,1.1,0.9,18.4996759,0,0,0
4030,2,0,0,0,0,4,1,-32.3927724,13.8,21,1.1,0.9,18.4996759,0,0,0
4031,1,2.75,0.78,0,0,4,1,-55.9465522,115,20,1.1,0.9,18.4996759,0,0,0
4032,1,91.39,25.89,0,0,4,1,-45.617752,115,21,1.1,0.9,18.4996759,0,0,0
4033,1,126.25,35.77,0,0,4,1,-58.7204927,115,20,1.1,0.9,18.4996759,0,0,0
4034,1,37.64,10.66,0,0,4,1,-62.7263728,115,19,1.1,0.9,18.4996759,0,0,0
4035,1,79.16,22.43,0,0,4,1,-38.8746936,115,21,1.1,0.9,18.4996759,0,0,0
4036,1,35.07,9.94,0,0,4,1,-58.4898058,115,20,1.1,0.9,18.4996759,0,0,0
4037,1,28.72,8.14,0,65,4,1,-42.6379307,115,21,1.1,0.9,18.4996759,0,0,0
4038,1,83.3,23.6,0,0,4,1,-46.1646795,115,21,1.1,0.9,18.4996759,0,0,0
4039,1,0,0,0,0,4,1,-53.1265923,230,19,1.1,0.9,18.4996759,0,0,0
4040,1,225.66,63.94,0,379.68,4,1,-56.6880896,115,19,1.1,0.9,18.4996759,0,0,0
4041,1,0,0,0,0,4,1,-57.5573372,230,19,1.1,0.9,18.4996759,0,0,0
4042,1,215.18,60.97,0,0,4,1,-62.5713476,115,19,1.1,0.9,18.4996759,0,0,0
4043,1,2.47,0.7,0,0,4,1,-54.3483671,115,19,1.1,0.9,18.4996759,0,0,0
4044,1,0,0,0,0,4,1,-52.6212863,115,19,1.1,0.9,18.4996759,0,0,0
4045,2,0,0,0,0,4,1,-43.9739174,13.8,19,1.1,0.9,18.4996759,0,0,0
4046,2,0,0,0,0,4,1,-48.6075451,13.8,19,1.1,0.9,18.4996759,0,0,0
4047,2,0,0,0,0,4,1,-51.1795276,13.8,19,1.1,0.9,18.4996759,0,0,0
4048,1,13.1,3.71,0,0,4,1,-58.7459579,115,19,1.1,0.9,18.4996759,0,0,0
4049,1,0,0,0,0,4,1,-49.9854756,115,19,1.1,0.9,18.4996759,0,0,0
4050,2,0,0,0,0,4,1,-46.5640581,13.8,19,1.1,0.9,18.4996759,0,0,0
4051,1,89.39,25.33,0,0,4,1,-44.6678869,115,21,1.1,0.9,18.4996759,0,0,0
4052,2,0,0,0,0,4,1,-40.393325,18,21,1.1,0.9,18.4996759,0,0,0
4053,1,0.11,0.03,0,0,4,1,-40.9712768,115,19,1.1,0.9,18.4996759,0,0,0
4054,1,5.6,1.59,0,0,4,1,-44.4001486,115,21,1.1,0.9,18.4996759,0,0,0
4055,1,17.78,5.04,0,0,4,1,-37.2457356,115,21,1.1,0.9,18.4996759,0,0,0
4056,1,0,0,0,0,4,1,-28.0434677,230,21,1.1,0.9,18.4996759,0,0,0
4057,1,0,0,0,0,4,1,-33.9835486,115,21,1.1,0.9,18.4996759,0,0,0
4058,2,0,0,0,0,4,1,-23.2308972,13.8,21,1.1,0.9,18.4996759,0,0,0
4059,2,0,0,0,0,4,1,-23.9718004,13.8,21,1.1,0.9,18.4996759,0,0,0
4060,2,0,0,0,0,4,1,-21.0989442,13.8,21,1.1,0.9,18.4996759,0,0,0
4061,2,0,0,0,0,4,1,-22.3719675,13.8,21,1.1,0.9,18.4996759,0,0,0
4062,2,0,0,0,0,4,1,-20.9540924,13.8,21,1.1,0.9,18.4996759,0,0,0
4063,2,0,0,0,0,4,1,-22.2761918,13.8,21,1.1,0.9,18.4996759,0,0,0
4064,1,8.82,2.5,0,0,4,1,-38.2355647,115,21,1.1,0.9,18.4996759,0,0,0
4065,2,0,0,0,0,4,1,-33.079466,18,21,1.1,0.9,18.4996759,0,0,0
4066,1,191.53,54.27,0,145.13,4,1,-64.866986,115,19,1.1,0.9,18.4996759,0,0,0
4067,1,159.46,45.18,0,0,4,1,-54.4662652,115,19,1.1,0.9,18.4996759,0,0,0
4068,1,27.99,7.93,0,0,4,1,-63.7518246,115,19,1.1,0.9,18.4996759,0,0,0
4069,1,4.24,1.2,0,0,4,1,-37.8063051,115,21,1.1,0.9,18.4996759,0,0,0
4070,1,0,0,0,0,4,1,-38.7401467,230,19,1.1,0.9,18.4996759,0,0,0
4071,1,281.45,79.75,0,0,4,1,-43.5099118,115,19,1.1,0.9,18.4996759,0,0,0
4072,1,51.71,14.65,0,0,4,1,-37.0086077,115,21,1.1,0.9,18.4996759,0,0,0
4073,1,0,0,0,0,4,1,-53.3768743,230,19,1.1,0.9,18.4996759,0,0,0
4074,1,0,0,0,0,4,1,-55.8827778,115,19,1.1,0.9,18.4996759,0,0,0
4075,2,0,0,0,0,4,1,-53.3768743,24,19,1.1,0.9,18.4996759,0,0,0
4076,2,0,0,0,0,4,1,-51.5601248,24,19,1.1,0.9,18.4996759,0,0,0
4077,2,0,0,0,0,4,1,-51.3106779,24,19,1.1,0.9,18.4996759,0,0,0
4078,1,84.07,23.82,0,0,4,1,-37.6356259,115,21,1.1,0.9,18.4996759,0,0,0
4079,1,171.21,48.51,0,0,4,1,-59.7091252,115,19,1.1,0.9,18.4996759,0,0,0
4080,1,0,0,0,0,4,1,-34.1571761,230,21,1.1,0.9,18.4996759,0,0,0
4081,1,0,0,0,0,4,1,-37.3965355,115,21,1.1,0.9,18.4996759,0,0,0
4082,2,0,0,0,0,4,1,-27.110367,13.8,21,1.1,0.9,18.4996759,0,0,0
4083,2,0,0,0,0,4,1,-27.6654096,13.8,21,1.1,0.9,18.4996759,0,0,0
4084,2,0,0,0,0,4,1,-30.6177339,13.8,21,1.1,0.9,18.4996759,0,0,0
4085,2,0,0,0,0,4,1,-32.4137381,13.8,21,1.1,0.9,18.4996759,0,0,0
4086,1,19.87,5.63,0,102.93,4,1,-49.7440095,115,19,1.1,0.9,18.4996759,0,0,0
4087,1,2.08,0.59,0,120,4,1,-38.5893423,115,21,1.1,0.9,18.4996759,0,0,0
4088,1,212.52,60.21,0,282.76,4,1,-64.1677271,115,19,1.1,0.9,18.4996759,0,0,0
4089,1,8.6,2.44,0,0,4,1,-54.9094072,115,19,1.1,0.9,18.4996759,0,0,0
4090,2,0,0,0,0,4,1,-54.9094072,13.8,19,1.1,0.9,18.4996759,0,0,0
4091,2,0,0,0,0,4,1,-52.2116583,13.8,19,1.1,0.9,18.4996759,0,0,0
4092,2,0,0,0,0,4,1,-54.9094072,13.8,19,1.1,0.9,18.4996759,0,0,0
4093,2,0,0,0,0,4,1,-51.011644,13.8,19,1.1,0.9,18.4996759,0,0,0
4094,2,0,0,0,0,4,1,-53.4310615,13.8,19,1.1,0.9,18.4996759,0,0,0
4095,2,0,0,0,0,4,1,-51.9150151,13.8,19,1.1,0.9,18.4996759,0,0,0
4096,2,0,0,0,0,4,1,-54.9094072,13.8,19,1.1,0.9,18.4996759,0,0,0
4097,2,0,0,0,0,4,1,-51.5161907,13.8,19,1.1,0.9,18.4996759,0,0,0
4098,2,0,0,0,0,4,1,-54.9094072,13.8,19,1.1,0.9,18.4996759,0,0,0
4099,1,15.17,4.3,0,0,4,1,-41.3179929,115,21,1.1,0.9,18.4996759,0,0,0
4100,1,50.6,14.34,0,0,4,1,-36.8555711,115,21,1.1,0.9,18.4996759,0,0,0
4101,1,128.14,36.31,0,0,4,1,-58.3358004,115,20,1.1,0.9,18.4996759,0,0,0
4102,1,24.17,6.85,0,0,4,1,-46.0315833,115,19,1.1,0.9,18.4996759,0,0,0
4103,1,189.88,53.8,0,120,4,1,-64.7770548,115,19,1.1,0.9,18.4996759,0,0,0
4104,1,0,0,0,0,4,1,-36.5091949,115,21,1.1,0.9,18.4996759,0,0,0
4105,2,0,0,0,0,4,1,-33.0783666,18,21,1.1,0.9,18.4996759,0,0,0
4106,1,37.55,10.64,0,0,4,1,-45.9561753,115,19,1.1,0.9,18.4996759,0,0,0
4107,1,118.36,33.54,0,0,4,1,-63.9425107,115,19,1.1,0.9,18.4996759,0,0,0
4108,1,28.34,8.03,0,0,4,1,-34.5686843,115,21,1.1,0.9,18.4996759,0,0,0
4109,1,110.86,31.41,0,0,4,1,-39.3725916,115,21,1.1,0.9,18.4996759,0,0,0
4110,1,57.35,16.25,0,0,4,1,-51.3339519,115,19,1.1,0.9,18.4996759,0,0,0
4111,1,104.08,29.49,0,0,4,1,-57.1828667,115,19,1.1,0.9,18.4996759,0,0,0
4112,1,5.59,1.58,0,0,4,1,-45.515374,115,21,1.1,0.9,18.4996759,0,0,0
4113,1,0,0,0,0,4,1,-56.701401,230,20,1.1,0.9,18.4996759,0,0,0
4114,1,0,0,0,0,4,1,-58.4400618,115,20,1.1,0.9,18.4996759,0,0,0
4115,2,0,0,0,0,4,1,-55.4769117,13.8,20,1.1,0.9,18.4996759,0,0,0
4116,2,0,0,0,0,4,1,-55.4132518,13.8,20,1.1,0.9,18.4996759,0,0,0
4117,1,18.89,5.35,0,0,4,1,-50.6430216,115,20,1.1,0.9,18.4996759,0,0,0
4118,1,13.88,3.93,0,0,4,1,-48.3316135,115,21,1.1,0.9,18.4996759,0,0,0
4119,1,55.57,15.75,0,0,4,1,-53.7903566,115,19,1.1,0.9,18.4996759,0,0,0
4120,1,46.52,13.18,0,0,4,1,-37.2246179,115,21,1.1,0.9,18.4996759,0,0,0
4121,1,4.11,1.16,0,50,4,1,-57.9825126,115,19,1.1,0.9,18.4996759,0,0,0
4122,1,146.11,41.4,0,150,4,1,-63.2394867,115,19,1.1,0.9,18.4996759,0,0,0
4123,1,90.5,25.64,0,0,4,1,-39.6259651,115,21,1.1,0.9,18.4996759,0,0,0
4124,1,24.38,6.91,0,0,4,1,-53.3885074,115,19,1.1,0.9,18.4996759,0,0,0
4125,1,4.5,1.28,0,0,4,1,-45.5650216,115,21,1.1,0.9,18.4996759,0,0,0
4126,1,127.38,36.09,0,0,4,1,-43.3882673,115,19,1.1,0.9,18.4996759,0,0,0
4127,1,87.29,24.73,0,70,4,1,-48.245303,115,21,1.1,0.9,18.4996759,0,0,0
4128,1,123.51,35,0,70,4,1,-60.3426192,115,19,1.1,0.9,18.4996759,0,0,0
4129,1,18.51,5.25,0,0,4,1,-52.4424346,115,20,1.1,0.9,18.4996759,0,0,0
4130,1,9.48,2.69,0,23.99,4,1,-52.9928935,115,20,1.1,0.9,18.4996759,0,0,0
4131,1,0,0,0,71.45,4,1,-53.3268466,230,20,1.1,0.9,18.4996759,0,0,0
4132,1,33.09,9.38,0,0,4,1,-54.2730145,115,20,1.1,0.9,18.4996759,0,0,0
4133,2,0,0,0,0,4,1,-53.3268466,20,20,1.1,0.9,18.4996759,0,0,0
4134,2,0,0,0,0,4,1,-52.4754928,20,20,1.1,0.9,18.4996759,0,0,0
4135,2,0,0,0,0,4,1,-52.51748,20,20,1.1,0.9,18.4996759,0,0,0
4136,2,0,0,0,0,4,1,-52.2636506,20,20,1.1,0.9,18.4996759,0,0,0
4137,2,0,0,0,0,4,1,-53.3268466,20,20,1.1,0.9,18.4996759,0,0,0
4138,2,0,0,0,0,4,1,-53.3268466,20,20,1.1,0.9,18.4996759,0,0,0
4139,1,10.62,3.01,0,0,4,1,-46.0590145,115,21,1.1,0.9,18.4996759,0,0,0
4140,1,0,0,0,0,4,1,-39.8969774,230,21,1.1,0.9,18.4996759,0,0,0
4141,1,0,0,0,86.25,4,1,-42.6978221,115,21,1.1,0.9,18.4996759,0,0,0
4142,2,0,0,0,0,4,1,-37.6438266,13.8,21,1.1,0.9,18.4996759,0,0,0
4143,1,14.36,4.07,0,0,4,1,-56.8871426,115,20,1.1,0.9,18.4996759,0,0,0
4144,1,16.36,4.63,0,0,4,1,-47.0204011,115,21,1.1,0.9,18.4996759,0,0,0
4145,1,49.86,14.13,0,0,4,1,-36.2417002,115,21,1.1,0.9,18.4996759,0,0,0
4146,1,0,0,0,0,4,1,-54.5654764,230,20,1.1,0.9,18.4996759,0,0,0
4147,1,193.64,54.87,0,100,4,1,-56.6011387,115,20,1.1,0.9,18.4996759,0,0,0
4148,1,14.64,4.15,0,0,4,1,-51.0179132,115,20,1.1,0.9,18.4996759,0,0,0
4149,1,61.36,17.38,0,0,4,1,-38.8349277,115,21,1.1,0.9,18.4996759,0,0,0
4150,1,12.53,3.55,0,0,4,1,-37.9889715,115,21,1.1,0.9,18.4996759,0,0,0
4151,1,0,0,0,0,4,1,-40.6206203,230,21,1.1,0.9,18.4996759,0,0,0
4152,1,0,0,0,0,4,1,-38.9781406,115,21,1.1,0.9,18.4996759,0,0,0
4153,2,0,0,0,0,4,1,-38.658877,18,21,1.1,0.9,18.4996759,0,0,0
4154,1,26.32,7.46,0,0,4,1,-59.9240462,115,19,1.1,0.9,18.4996759,0,0,0
4155,1,19.45,5.51,0,0,4,1,-58.1650318,115,19,1.1,0.9,18.4996759,0,0,0
4156,1,108.01,30.6,0,0,4,1,-38.9279576,115,21,1.1,0.9,18.4996759,0,0,0
4157,1,104.67,29.66,0,0,4,1,-61.8598412,115,19,1.1,0.9,18.4996759,0,0,0
4158,1,0,0,0,0,4,1,-30.6434033,230,21,1.1,0.9,18.4996759,0,0,0
4159,1,36.18,10.25,0,0,4,1,-35.4700269,115,21,1.1,0.9,18.4996759,0,0,0
4160,2,0,0,0,0,4,1,-27.9023409,13.8,21,1.1,0.9,18.4996759,0,0,0
4161,2,0,0,0,0,4,1,-23.9261575,13.8,21,1.1,0.9,18.4996759,0,0,0
4162,2,0,0,0,0,4,1,-23.9952789,13.8,21,1.1,0.9,18.4996759,0,0,0
4163,2,0,0,0,0,4,1,-30.6434033,13.8,21,1.1,0.9,18.4996759,0,0,0
4164,1,2.03,0.57,0,0,4,1,-57.5923381,115,19,1.1,0.9,18.4996759,0,0,0
4165,1,0,0,0,0,4,1,-36.9980718,115,21,1.1,0.9,18.4996759,0,0,0
4166,2,0,0,0,0,4,1,-33.0223047,13.8,21,1.1,0.9,18.4996759,0,0,0
4167,1,5.31,1.5,0,0,4,1,-58.0640578,115,19,1.1,0.9,18.4996759,0,0,0
4168,1,8.87,2.51,0,0,4,1,-35.8282801,115,21,1.1,0.9,18.4996759,0,0,0
4169,1,27.68,7.84,0,0,4,1,-43.4460507,115,21,1.1,0.9,18.4996759,0,0,0
4170,1,35.86,10.16,0,0,4,1,-36.3841578,115,21,1.1,0.9,18.4996759,0,0,0
4171,1,167.63,47.5,0,100,4,1,-50.051297,115,19,1.1,0.9,18.4996759,0,0,0
4172,1,42.31,11.99,0,0,4,1,-53.0990752,115,20,1.1,0.9,18.4996759,0,0,0
4173,1,12.05,3.42,0,0,4,1,-37.2026103,115,21,1.1,0.9,18.4996759,0,0,0
4174,1,19.16,5.43,0,85,4,1,-59.6031381,115,20,1.1,0.9,18.4996759,0,0,0
4175,1,3.16,0.89,0,21.78,4,1,-54.6556775,115,20,1.1,0.9,18.4996759,0,0,0
4176,1,0,0,0,0,4,1,-50.0738369,115,20,1.1,0.9,18.4996759,0,0,0
4177,2,0,0,0,0,4,1,-46.4403534,13.8,20,1.1,0.9,18.4996759,0,0,0
4178,1,17.46,4.95,0,44.77,4,1,-45.0440287,115,21,1.1,0.9,18.4996759,0,0,0
4179,1,19.92,5.64,0,0,4,1,-53.0469766,115,20,1.1,0.9,18.4996759,0,0,0
4180,1,10.76,3.05,0,0,4,1,-37.4601535,115,21,1.1,0.9,18.4996759,0,0,0
4181,2,0,0,0,0,4,1,-29.8733142,230,21,1.1,0.9,18.4996759,0,0,0
